_type;_tags_wheelchair;_tags_website;_tags_toilets:wheelchair;_tags_smoking;_tags_shop;_tags_phone;_tags_payment:credit_cards;_tags_payment:cash;_tags_opening_hours;_tags_office;_tags_name;_tags_designation;_tags_building:levels;_tags_building;_tags_addr:street;_tags_addr:state;_tags_addr:housenumber;_tags_addr:housename;_tags_addr:district;_tags_addr:country;_tags_addr:city;_nodes;_lon;_lat;_id;_geometry_centroid_lon;_geometry_centroid_lat;_geometry;_bounds_minlon;_bounds_minlat;_bounds_maxlon;_bounds_maxlat
way;;;;;;;;;;;;;;commercial;Esmeralda;Región de Los Ríos;;;Valdivia;CL;Valdivia;[4337946316, 4367909190, 4337946317, 10309700915, 4337946319, 4337946641, 4337946316];;;435900786;-73.24428026277704;-39.81563256012183;[{'lat': -39.8155625, 'lon': -73.2443314}, {'lat': -39.8155453, 'lon': -73.2442956}, {'lat': -39.8155577, 'lon': -73.2442036}, {'lat': -39.8157225, 'lon': -73.244238}, {'lat': -39.8157067, 'lon': -73.2443549}, {'lat': -39.8156825, 'lon': -73.2443509}, {'lat': -39.8155625, 'lon': -73.2443314}];-73.2443549;-39.8157225;-73.2442036;-39.8155453
way;;;;;;;;;;;;;;commercial;;;;;;;;[4337949021, 4337949022, 1383813037, 4337949023, 6011260776, 6011260775, 6011260774, 4337949021];;;435900852;-73.24507287833111;-39.81515086360527;[{'lat': -39.8152382, 'lon': -73.2451681}, {'lat': -39.8152637, 'lon': -73.2450328}, {'lat': -39.8152159, 'lon': -73.2450167}, {'lat': -39.8150501, 'lon': -73.2449785}, {'lat': -39.8150367, 'lon': -73.2450667}, {'lat': -39.8150715, 'lon': -73.2450727}, {'lat': -39.8150612, 'lon': -73.2451315}, {'lat': -39.8152382, 'lon': -73.2451681}];-73.2451681;-39.8152637;-73.2449785;-39.8150367
way;;;;;;;;;;;;;;commercial;Independencia;;;;;;Valdivia;[10785272475, 4328522595, 10785272461, 4341843808, 4341843807, 4341843806, 10785272462, 10785272476, 10785272475];;;436314948;-73.24707822869297;-39.81351862098371;[{'lat': -39.8133486, 'lon': -73.2472249}, {'lat': -39.8133525, 'lon': -73.2472001}, {'lat': -39.8133555, 'lon': -73.2471806}, {'lat': -39.8133848, 'lon': -73.2468561}, {'lat': -39.813697, 'lon': -73.2469384}, {'lat': -39.8136405, 'lon': -73.2473018}, {'lat': -39.8135393, 'lon': -73.2472752}, {'lat': -39.8134266, 'lon': -73.2472455}, {'lat': -39.8133486, 'lon': -73.2472249}];-73.2473018;-39.813697;-73.2468561;-39.8133486
way;;;;;;;;;;;;;2;commercial;Ismael Valdes;Región de Los Ríos;;;Valdivia;CL;Valdivia;[4341866559, 4341866560, 4341866561, 4341866562, 9293342433, 4341866563, 4341866564, 4341866559];;;436317529;-73.24222348927631;-39.813786071095805;[{'lat': -39.8135838, 'lon': -73.242272}, {'lat': -39.8135983, 'lon': -73.2421569}, {'lat': -39.8136713, 'lon': -73.2421723}, {'lat': -39.8136794, 'lon': -73.2420974}, {'lat': -39.8138892, 'lon': -73.2421437}, {'lat': -39.8139622, 'lon': -73.2421585}, {'lat': -39.8139448, 'lon': -73.2423491}, {'lat': -39.8135838, 'lon': -73.242272}];-73.2423491;-39.8139622;-73.2420974;-39.8135838
way;;;;;;;;;;;;;3;commercial;Chacabuco;Región de Los Ríos;;;Valdivia;CL;Valdivia;[4341890718, 4341890715, 4612042540, 5200168247, 4341890718];;;436321922;-73.24451772955736;-39.81332139260405;[{'lat': -39.813365, 'lon': -73.2446294}, {'lat': -39.8132495, 'lon': -73.2446005}, {'lat': -39.8132774, 'lon': -73.2444062}, {'lat': -39.8133936, 'lon': -73.2444352}, {'lat': -39.813365, 'lon': -73.2446294}];-73.2446294;-39.8133936;-73.2444062;-39.8132495
way;;;;;;;;;;;;;2;commercial;Paseo Libertad;Región de Los Ríos;;;Valdivia;CL;Valdivia;[4343818608, 4343816456, 4343816455, 4343818610, 4343818611, 12272235467, 10080374314, 4343818608];;;436493528;-73.24662319206782;-39.813661065807594;[{'lat': -39.8135769, 'lon': -73.246759}, {'lat': -39.8136194, 'lon': -73.2464627}, {'lat': -39.8137426, 'lon': -73.2464875}, {'lat': -39.8137109, 'lon': -73.2467534}, {'lat': -39.8136846, 'lon': -73.246781}, {'lat': -39.8136247, 'lon': -73.2467672}, {'lat': -39.8136003, 'lon': -73.2467616}, {'lat': -39.8135769, 'lon': -73.246759}];-73.246781;-39.8137426;-73.2464627;-39.8135769
way;;;;;;;;;;;Edificio Libertad;;9;commercial;Independencia;Región de Los Ríos;;;Valdivia;CL;Valdivia;[4343821845, 4343821013, 10785303157, 10785303156, 4343821847, 4343821848, 4343821849, 4343821850, 4343821845];;;436494105;-73.2471703777249;-39.81405094305162;[{'lat': -39.8139368, 'lon': -73.2472843}, {'lat': -39.8139689, 'lon': -73.2470875}, {'lat': -39.8140019, 'lon': -73.2470971}, {'lat': -39.8140123, 'lon': -73.2470349}, {'lat': -39.8141674, 'lon': -73.247078}, {'lat': -39.8141345, 'lon': -73.247276}, {'lat': -39.8140334, 'lon': -73.247248}, {'lat': -39.8140233, 'lon': -73.2473088}, {'lat': -39.8139368, 'lon': -73.2472843}];-73.2473088;-39.8141674;-73.2470349;-39.8139368
way;;;;;;;;;;;Galería Entre Ríos;;2;commercial;Independencia;Región de Los Ríos;528;;Valdivia;CL;Valdivia;[4343823708, 4343823709, 4343823710, 12192087614, 4343823711, 4343823708];;;436494356;-73.24677587528372;-39.81414705674499;[{'lat': -39.8140405, 'lon': -73.2468961}, {'lat': -39.8140982, 'lon': -73.2466084}, {'lat': -39.8142538, 'lon': -73.24665}, {'lat': -39.8142363, 'lon': -73.2467371}, {'lat': -39.8141938, 'lon': -73.2469485}, {'lat': -39.8140405, 'lon': -73.2468961}];-73.2469485;-39.8142538;-73.2466084;-39.8140405
way;;;;;;;;;;;;;;commercial;Lord Cochrane;Región de Los Ríos;;;Valdivia;CL;Valdivia;[4357963025, 4357963026, 4357963027, 4357963028, 4357963029, 4357963025];;;438026861;-73.24781136192243;-39.81911484459765;[{'lat': -39.8190443, 'lon': -73.2478332}, {'lat': -39.8190495, 'lon': -73.2477835}, {'lat': -39.8190742, 'lon': -73.2477607}, {'lat': -39.8191844, 'lon': -73.2477903}, {'lat': -39.8191741, 'lon': -73.2478627}, {'lat': -39.8190443, 'lon': -73.2478332}];-73.2478627;-39.8191844;-73.2477607;-39.8190443
way;;;;;;;;;;;Katrico;;3;commercial;Camilo Henríquez;Región de Los Ríos;822;;Valdivia;CL;Valdivia;[4460630830, 4460630831, 4460630832, 4460630833, 4460630834, 4460630835, 4460630830];;;449096108;-73.24432127118766;-39.8183522589665;[{'lat': -39.8183095, 'lon': -73.2444291}, {'lat': -39.818293, 'lon': -73.244295}, {'lat': -39.8183198, 'lon': -73.2442923}, {'lat': -39.8183136, 'lon': -73.2442199}, {'lat': -39.8183898, 'lon': -73.2442011}, {'lat': -39.8184063, 'lon': -73.2444103}, {'lat': -39.8183095, 'lon': -73.2444291}];-73.2444291;-39.8184063;-73.2442011;-39.818293
way;;;;;;;;;;;;;;commercial;Aníbal Pinto;Región de Los Ríos;;;Valdivia;CL;Valdivia;[4520016041, 4520016042, 4520016043, 4520016044, 4520016045, 4520016046, 4520016041];;;455615062;-73.23995150628608;-39.8223039011559;[{'lat': -39.8222111, 'lon': -73.2400512}, {'lat': -39.8222111, 'lon': -73.2398782}, {'lat': -39.822411, 'lon': -73.2398554}, {'lat': -39.8223883, 'lon': -73.2400016}, {'lat': -39.822379, 'lon': -73.2400204}, {'lat': -39.8223646, 'lon': -73.2400338}, {'lat': -39.8222111, 'lon': -73.2400512}];-73.2400512;-39.822411;-73.2398554;-39.8222111
way;;;;;mall;;;;;;Galeria Centro Nuevo;;;commercial;;;;;;;;[4612042538, 4612042539, 10944379982, 12088079455, 4612042535, 4584887754, 4584887755, 4585790918, 4585790919, 4612042537, 4612042542, 1493340230, 1493340241, 4612042536, 4612042540, 5200168247, 4612042544, 4612042543, 4612042541, 9732823220, 9732823221, 12507634191, 4612042538];;;466406571;-73.24466447423153;-39.81368633771148;[{'lat': -39.8136553, 'lon': -73.2453327}, {'lat': -39.8138315, 'lon': -73.2453773}, {'lat': -39.8138677, 'lon': -73.245132}, {'lat': -39.8138893, 'lon': -73.2449852}, {'lat': -39.8139309, 'lon': -73.2447034}, {'lat': -39.8138721, 'lon': -73.2446907}, {'lat': -39.8139056, 'lon': -73.2444264}, {'lat': -39.8138719, 'lon': -73.2444193}, {'lat': -39.8139106, 'lon': -73.2441074}, {'lat': -39.8138715, 'lon': -73.2441031}, {'lat': -39.8138343, 'lon': -73.2443556}, {'lat': -39.8136981, 'lon': -73.2443175}, {'lat': -39.8136018, 'lon': -73.2442943}, {'lat': -39.8133043, 'lon': -73.2442234}, {'lat': -39.8132774, 'lon': -73.2444062}, {'lat': -39.8133936, 'lon': -73.2444352}, {'lat': -39.8134529, 'lon': -73.24445}, {'lat': -39.8134241, 'lon': -73.2446454}, {'lat': -39.8137987, 'lon': -73.244739}, {'lat': -39.8137743, 'lon': -73.2449043}, {'lat': -39.8137209, 'lon': -73.2448909}, {'lat': -39.8136814, 'lon': -73.2451613}, {'lat': -39.8136553, 'lon': -73.2453327}];-73.2453773;-39.8139309;-73.2441031;-39.8132774
way;;;;;;;;;;;;;2;commercial;O'Higgins;;442;;;;;[4286211057, 4612528313, 9656578381, 9656578382, 4286211057];;;466458775;-73.24592005000001;-39.813280950000006;[{'lat': -39.8131986, 'lon': -73.2459665}, {'lat': -39.8132146, 'lon': -73.2458414}, {'lat': -39.8133633, 'lon': -73.2458736}, {'lat': -39.8133473, 'lon': -73.2459987}, {'lat': -39.8131986, 'lon': -73.2459665}];-73.2459987;-39.8133633;-73.2458414;-39.8131986
way;;;;;;;;;;;Serviteca Goodyear;;;commercial;Avenida Ramón Picarte;Región de Los Ríos;1645;;Valdivia;CL;Valdivia;[5002376233, 5002376234, 5002376235, 5002376236, 5002376237, 5002376239, 5002376233];;;511379733;-73.22898823059161;-39.823367976039584;[{'lat': -39.8231356, 'lon': -73.2288465}, {'lat': -39.8233621, 'lon': -73.2286832}, {'lat': -39.8236339, 'lon': -73.2291029}, {'lat': -39.8234621, 'lon': -73.2292547}, {'lat': -39.8234163, 'lon': -73.2291347}, {'lat': -39.8232847, 'lon': -73.2292792}, {'lat': -39.8231356, 'lon': -73.2288465}];-73.2292792;-39.8236339;-73.2286832;-39.8231356
way;;;;;;;;;;;;;;commercial;Esmeralda;Región de Los Ríos;634;;Valdivia;CL;Valdivia;[4337946319, 5007582542, 5007582543, 5007582544, 5007582545, 4337946318, 4337946319];;;512076289;-73.24427562394558;-39.815804939202444;[{'lat': -39.8157067, 'lon': -73.2443549}, {'lat': -39.8158523, 'lon': -73.2443825}, {'lat': -39.81589, 'lon': -73.2441571}, {'lat': -39.81582, 'lon': -73.2441397}, {'lat': -39.8158035, 'lon': -73.2442412}, {'lat': -39.8157241, 'lon': -73.2442279}, {'lat': -39.8157067, 'lon': -73.2443549}];-73.2443825;-39.81589;-73.2441397;-39.8157067
way;;;;;;;;;;;;;;commercial;Esmeralda;Región de Los Ríos;664;;Valdivia;CL;Valdivia;[10309700914, 5007582548, 5007582549, 5007582550, 10309700914];;;512076290;-73.24410033454501;-39.81599136469551;[{'lat': -39.8159199, 'lon': -73.2441369}, {'lat': -39.8160469, 'lon': -73.2441669}, {'lat': -39.8160629, 'lon': -73.2440676}, {'lat': -39.815939, 'lon': -73.2440303}, {'lat': -39.8159199, 'lon': -73.2441369}];-73.2441669;-39.8160629;-73.2440303;-39.8159199
way;;;;;;;;;;;Distribuidora Hiperkor;;;commercial;Avenida Ramón Picarte;Región de Los Ríos;3500;;Valdivia;CL;Valdivia;[5246406015, 5246406016, 5246406017, 5287832335, 5287832328, 5246406018, 5246406015];;;542668925;-73.20424102463716;-39.84128651903416;[{'lat': -39.8413478, 'lon': -73.2047482}, {'lat': -39.8409119, 'lon': -73.2040812}, {'lat': -39.8412253, 'lon': -73.2037339}, {'lat': -39.8413364, 'lon': -73.2039039}, {'lat': -39.8414897, 'lon': -73.2041385}, {'lat': -39.8416611, 'lon': -73.2044008}, {'lat': -39.8413478, 'lon': -73.2047482}];-73.2047482;-39.8416611;-73.2037339;-39.8409119
way;;;;;;;;;;;Galería Benjamín;;2;commercial;Caupolicán;Región de Los Ríos;364;;Valdivia;CL;Valdivia;[5246590099, 5246590100, 11545371834, 5246590101, 12258956714, 5246590102, 5246590103, 5246590104, 6231082807, 6231082808, 5246590099];;;542682527;-73.24352528119508;-39.81303732706145;[{'lat': -39.8128819, 'lon': -73.2436053}, {'lat': -39.8131953, 'lon': -73.2436787}, {'lat': -39.8132215, 'lon': -73.2436535}, {'lat': -39.813237, 'lon': -73.2435434}, {'lat': -39.8131489, 'lon': -73.2435233}, {'lat': -39.8130663, 'lon': -73.243503}, {'lat': -39.8130841, 'lon': -73.2433739}, {'lat': -39.8129193, 'lon': -73.2433353}, {'lat': -39.8129005, 'lon': -73.2434666}, {'lat': -39.8128824, 'lon': -73.2435905}, {'lat': -39.8128819, 'lon': -73.2436053}];-73.2436787;-39.813237;-73.2433353;-39.8128819
way;;;;;;;;;;;;;;commercial;;;;;;;;[5523321052, 10080715871, 5523321053, 10281465555, 5523321054, 5523321055, 5523321052];;;575660463;-73.2446767185252;-39.81816051828165;[{'lat': -39.8180863, 'lon': -73.2447329}, {'lat': -39.8180852, 'lon': -73.2447108}, {'lat': -39.8180838, 'lon': -73.2446837}, {'lat': -39.8181329, 'lon': -73.2446371}, {'lat': -39.8182211, 'lon': -73.2446092}, {'lat': -39.8182267, 'lon': -73.2447095}, {'lat': -39.8180863, 'lon': -73.2447329}];-73.2447329;-39.8182267;-73.2446092;-39.8180838
way;;;;;;;;;;;;;;commercial;;;;;;;;[5531843775, 5531843776, 5531843777, 5531843778, 6504976579, 5531843779, 5531843780, 5531843781, 5531843775];;;576879680;-73.2441171588375;-39.81944366502102;[{'lat': -39.8193278, 'lon': -73.2441717}, {'lat': -39.8193342, 'lon': -73.2440433}, {'lat': -39.8193794, 'lon': -73.2440529}, {'lat': -39.8193849, 'lon': -73.2440265}, {'lat': -39.8194805, 'lon': -73.2440492}, {'lat': -39.8195665, 'lon': -73.2440697}, {'lat': -39.8195444, 'lon': -73.2441861}, {'lat': -39.8195232, 'lon': -73.2442042}, {'lat': -39.8193278, 'lon': -73.2441717}];-73.2442042;-39.8195665;-73.2440265;-39.8193278
way;;;;;;;;;;;;;2;commercial;General Baquedano;Región de Los Ríos;;;Valdivia;CL;Valdivia;[5592383550, 5592383551, 5592383552, 5592383553, 5592383554, 5592383550];;;585150962;-73.2399040195709;-39.82264780285033;[{'lat': -39.8225729, 'lon': -73.2399823}, {'lat': -39.8225678, 'lon': -73.2399335}, {'lat': -39.8225776, 'lon': -73.2398588}, {'lat': -39.8227228, 'lon': -73.2398319}, {'lat': -39.8227325, 'lon': -73.2399356}, {'lat': -39.8225729, 'lon': -73.2399823}];-73.2399823;-39.8227325;-73.2398319;-39.8225678
way;;;;;;;;;;;Ducasse;;2;commercial;Lautaro;;149;;;;;[5881909450, 5881909451, 5881909452, 7251249525, 7251249526, 5881909453, 5881909454, 5881909450];;;622744574;-73.2474441013578;-39.8163234990659;[{'lat': -39.8161779, 'lon': -73.2472687}, {'lat': -39.8165508, 'lon': -73.2473894}, {'lat': -39.8165026, 'lon': -73.2475791}, {'lat': -39.8164104, 'lon': -73.2475417}, {'lat': -39.8163973, 'lon': -73.2475863}, {'lat': -39.8161231, 'lon': -73.2475481}, {'lat': -39.8161429, 'lon': -73.2474216}, {'lat': -39.8161779, 'lon': -73.2472687}];-73.2475863;-39.8165508;-73.2472687;-39.8161231
way;;http://www.lacisnenegro.org;;outside;;;;;Mo-Fr 09:00-19:00;;La Cisne Negro;;2;commercial;General Baquedano;Región de Los Ríos;628;;Valdivia;CL;Valdivia;[6185160885, 6185160886, 6185160887, 6185160888, 6185160885];;;660629174;-73.23960142178004;-39.822766790346286;[{'lat': -39.8226893, 'lon': -73.2396425}, {'lat': -39.8228288, 'lon': -73.2396756}, {'lat': -39.8228443, 'lon': -73.2395604}, {'lat': -39.8227048, 'lon': -73.2395272}, {'lat': -39.8226893, 'lon': -73.2396425}];-73.2396756;-39.8228443;-73.2395272;-39.8226893
way;;;;;;;;;;;;;;commercial;;;;;;;;[6231087625, 6231087624, 6231087623, 6231087622, 6231087621, 6231087620, 6231087625];;;665687139;-73.24475524446336;-39.80919817490401;[{'lat': -39.8091315, 'lon': -73.2448572}, {'lat': -39.8091315, 'lon': -73.2447365}, {'lat': -39.8091562, 'lon': -73.2447311}, {'lat': -39.8091542, 'lon': -73.2446507}, {'lat': -39.8092551, 'lon': -73.244656}, {'lat': -39.8092634, 'lon': -73.2448331}, {'lat': -39.8091315, 'lon': -73.2448572}];-73.2448572;-39.8092634;-73.2446507;-39.8091315
way;;;;;;;;;;;;;;commercial;O'Higgins;;189;;;;Valdivia;[6231117273, 6231117272, 6231117271, 9693342201, 9693342202, 6231117270, 6231117273];;;665689979;-73.24558366829832;-39.81057317387507;[{'lat': -39.8105137, 'lon': -73.2456707}, {'lat': -39.8105933, 'lon': -73.2456952}, {'lat': -39.8106345, 'lon': -73.2454937}, {'lat': -39.8105686, 'lon': -73.2454714}, {'lat': -39.8105612, 'lon': -73.2455087}, {'lat': -39.8105407, 'lon': -73.2455018}, {'lat': -39.8105137, 'lon': -73.2456707}];-73.2456952;-39.8106345;-73.2454714;-39.8105137
way;;;;;;;;;;;;;;commercial;;;;;;;;[6231117281, 6231117280, 6231117279, 6231117278, 6231117281];;;665689981;-73.2460032612224;-39.81041641555381;[{'lat': -39.8103508, 'lon': -73.2460164}, {'lat': -39.8104486, 'lon': -73.246086}, {'lat': -39.8104812, 'lon': -73.2459789}, {'lat': -39.8103792, 'lon': -73.2459277}, {'lat': -39.8103508, 'lon': -73.2460164}];-73.246086;-39.8104812;-73.2459277;-39.8103508
way;;;;;;;;;;;;;;commercial;;;;;;;;[6231117289, 6231117288, 6231117287, 6231117286, 6231117289];;;665689983;-73.24583438346475;-39.81014830066141;[{'lat': -39.8100793, 'lon': -73.2458523}, {'lat': -39.8101803, 'lon': -73.2459301}, {'lat': -39.8102194, 'lon': -73.2458121}, {'lat': -39.8101102, 'lon': -73.2457423}, {'lat': -39.8100793, 'lon': -73.2458523}];-73.2459301;-39.8102194;-73.2457423;-39.8100793
way;;;;;;;;;;;;;3;commercial;Lautaro;Región de Los Ríos;175;;Valdivia;CL;Valdivia;[6436894744, 6436894745, 6436894746, 6436894747, 6436894748, 6436894749, 6436894750, 6436894751, 6436894744];;;686704648;-73.24726639272195;-39.81638167500482;[{'lat': -39.8161909, 'lon': -73.247253}, {'lat': -39.8162099, 'lon': -73.2471556}, {'lat': -39.8163221, 'lon': -73.2471928}, {'lat': -39.8163196, 'lon': -73.2472058}, {'lat': -39.8164979, 'lon': -73.2472649}, {'lat': -39.8165022, 'lon': -73.2472426}, {'lat': -39.8165723, 'lon': -73.2472658}, {'lat': -39.8165514, 'lon': -73.2473725}, {'lat': -39.8161909, 'lon': -73.247253}];-73.2473725;-39.8165723;-73.2471556;-39.8161909
way;;;;;;;;;;;;;2;commercial;Lautaro;Región de Los Ríos;177;;Valdivia;CL;Valdivia;[6436894752, 6436894753, 6436894754, 6436894755, 6436894756, 6436894757, 6436894758, 6436894759, 6436894760, 6436894761, 6436894762, 6436894763, 6436894752];;;686704649;-73.24717090687051;-39.81641323040324;[{'lat': -39.8162312, 'lon': -73.2471598}, {'lat': -39.816246, 'lon': -73.2470801}, {'lat': -39.8164827, 'lon': -73.2471543}, {'lat': -39.8164915, 'lon': -73.2471071}, {'lat': -39.8165694, 'lon': -73.2471315}, {'lat': -39.8165615, 'lon': -73.2471743}, {'lat': -39.8165673, 'lon': -73.2471761}, {'lat': -39.816553, 'lon': -73.2472532}, {'lat': -39.8164991, 'lon': -73.2472363}, {'lat': -39.8164948, 'lon': -73.2472597}, {'lat': -39.8163225, 'lon': -73.2472057}, {'lat': -39.8163255, 'lon': -73.2471894}, {'lat': -39.8162312, 'lon': -73.2471598}];-73.2472597;-39.8165694;-73.2470801;-39.8162312
way;;;;;;;;;;;la feria;;1;commercial;;;;;;;;[6504976564, 6504976565, 6504976566, 6504976567, 6504976564];;;692871717;-73.2428586168826;-39.819688870460546;[{'lat': -39.819626, 'lon': -73.2428255}, {'lat': -39.8196334, 'lon': -73.2429053}, {'lat': -39.8197485, 'lon': -73.2428909}, {'lat': -39.8197498, 'lon': -73.2428144}, {'lat': -39.819626, 'lon': -73.2428255}];-73.2429053;-39.8197498;-73.2428144;-39.819626
way;;;;;;;;;;;West-Ingenieria;;4;commercial;Aníbal Pinto;Región de Los Ríos;1999;;Valdivia;CL;Valdivia;[6731999958, 6731999959, 6731999960, 6731999961, 6731999958];;;716711171;-73.23996966342604;-39.827214099483314;[{'lat': -39.8272729, 'lon': -73.2398757}, {'lat': -39.8272625, 'lon': -73.2400689}, {'lat': -39.8271558, 'lon': -73.2400638}, {'lat': -39.8271651, 'lon': -73.2398709}, {'lat': -39.8272729, 'lon': -73.2398757}];-73.2400689;-39.8272729;-73.2398709;-39.8271558
way;;;;;;;;;;;;;;commercial;Pasaje Tres;Región de Los Ríos;;;Valdivia;CL;Valdivia;[7217871097, 7217871098, 7217871099, 7217871100, 7217871101, 7217871102, 7217871103, 7217871104, 7217871097];;;773061968;-73.21653129208084;-39.807153949737746;[{'lat': -39.8072004, 'lon': -73.2166632}, {'lat': -39.8071378, 'lon': -73.2166158}, {'lat': -39.8071457, 'lon': -73.2165981}, {'lat': -39.8070295, 'lon': -73.2165102}, {'lat': -39.8070802, 'lon': -73.2163967}, {'lat': -39.8072797, 'lon': -73.2165476}, {'lat': -39.8072401, 'lon': -73.2166363}, {'lat': -39.8072194, 'lon': -73.2166207}, {'lat': -39.8072004, 'lon': -73.2166632}];-73.2166632;-39.8072797;-73.2163967;-39.8070295
way;;;;;;;;;;;;;;commercial;Las Heras;Región de Los Ríos;;;Valdivia;CL;Valdivia;[9269909664, 9269909665, 9269909666, 9269909667, 9269909668, 9269909669, 9269909670, 9269909671, 9269909672, 9269909673, 9269909674, 9269909675, 9269909676, 9269909677, 9269909664];;;1004711860;-73.2043957517278;-39.83438015316879;[{'lat': -39.8344252, 'lon': -73.2045504}, {'lat': -39.834407, 'lon': -73.2045241}, {'lat': -39.8343796, 'lon': -73.2045562}, {'lat': -39.8343577, 'lon': -73.2045247}, {'lat': -39.8343823, 'lon': -73.2044958}, {'lat': -39.8343274, 'lon': -73.2044165}, {'lat': -39.8342989, 'lon': -73.20445}, {'lat': -39.8342723, 'lon': -73.2044116}, {'lat': -39.8342995, 'lon': -73.2043797}, {'lat': -39.834267, 'lon': -73.2043327}, {'lat': -39.834364, 'lon': -73.2042187}, {'lat': -39.8343937, 'lon': -73.2042615}, {'lat': -39.8343788, 'lon': -73.2042791}, {'lat': -39.8345033, 'lon': -73.2044587}, {'lat': -39.8344252, 'lon': -73.2045504}];-73.2045562;-39.8345033;-73.2042187;-39.834267
way;;;;;;;;;;;;;;commercial;Ismael Valdés;;;;;;Valdivia;[4341866550, 12507241846, 12507241847, 12507241848, 12507241849, 12507241857, 12507241850, 4341866550];;;1351851879;-73.24215850784283;-39.81317925302027;[{'lat': -39.8132305, 'lon': -73.2422154}, {'lat': -39.8131002, 'lon': -73.2421846}, {'lat': -39.8131094, 'lon': -73.2421185}, {'lat': -39.8131919, 'lon': -73.242138}, {'lat': -39.8131978, 'lon': -73.2420958}, {'lat': -39.8132268, 'lon': -73.2421026}, {'lat': -39.8132457, 'lon': -73.2421071}, {'lat': -39.8132305, 'lon': -73.2422154}];-73.2422154;-39.8132457;-73.2420958;-39.8131002
way;;;;;;;;;;;;;;warehouse;;;;;;;;[3826833294, 3826833295, 3826833296, 3826833297, 3826833294];;;379380844;-73.23106315000001;-39.8083855;[{'lat': -39.8082013, 'lon': -73.2311309}, {'lat': -39.808505, 'lon': -73.2308685}, {'lat': -39.8085697, 'lon': -73.2309954}, {'lat': -39.808266, 'lon': -73.2312578}, {'lat': -39.8082013, 'lon': -73.2311309}];-73.2312578;-39.8085697;-73.2308685;-39.8082013
way;;;;;;;;;;;La Gruta;;;warehouse;Fuerte San Rosendo;Región de Los Ríos;;;Valdivia;CL;Valdivia;[5255117020, 5255118121, 5255118122, 5255118123, 5255117020];;;543615622;-73.21727157805758;-39.79735670362129;[{'lat': -39.7973196, 'lon': -73.2173256}, {'lat': -39.797378, 'lon': -73.2173386}, {'lat': -39.7973938, 'lon': -73.2172175}, {'lat': -39.7973354, 'lon': -73.2172046}, {'lat': -39.7973196, 'lon': -73.2173256}];-73.2173386;-39.7973938;-73.2172046;-39.7973196
way;;;;;;;;;;;Rotiseria Benjamin;;;warehouse;;;;;;;;[5262880255, 5262880256, 5262880257, 5262880258, 5262880255];;;544432114;-73.20660889999998;-39.80266634999999;[{'lat': -39.8026048, 'lon': -73.2066694}, {'lat': -39.8026304, 'lon': -73.2065201}, {'lat': -39.8027279, 'lon': -73.2065484}, {'lat': -39.8027023, 'lon': -73.2066977}, {'lat': -39.8026048, 'lon': -73.2066694}];-73.2066977;-39.8027279;-73.2065201;-39.8026048
way;;;;;;;;;;;El rincón Alemán;;;warehouse;Ángel Muñoz;Región de Los Ríos;;;Valdivia;CL;Valdivia;[5280290599, 5625198210, 5625198211, 5280290600, 5625198212, 5625198213, 5280290601, 5280290602, 5280290599];;;546405904;-73.22793527304233;-39.8327668806906;[{'lat': -39.8327207, 'lon': -73.2280576}, {'lat': -39.8327559, 'lon': -73.2280544}, {'lat': -39.8327532, 'lon': -73.2280045}, {'lat': -39.8328156, 'lon': -73.2279988}, {'lat': -39.832811, 'lon': -73.2279144}, {'lat': -39.8328419, 'lon': -73.2279115}, {'lat': -39.8328386, 'lon': -73.2278504}, {'lat': -39.8327102, 'lon': -73.2278621}, {'lat': -39.8327207, 'lon': -73.2280576}];-73.2280576;-39.8328419;-73.2278504;-39.8327102
way;;;;;;;;;;;Minimarket y Panaderia "Emanuel";;;warehouse;;;;;;;;[5280344661, 5280344662, 5280344663, 5280344664, 5280344661];;;546409983;-73.2257749816386;-39.83463728491193;[{'lat': -39.8345788, 'lon': -73.2258377}, {'lat': -39.8345732, 'lon': -73.2257224}, {'lat': -39.8346957, 'lon': -73.2257122}, {'lat': -39.8347014, 'lon': -73.2258276}, {'lat': -39.8345788, 'lon': -73.2258377}];-73.2258377;-39.8347014;-73.2257122;-39.8345732
way;;;;;;;;;;;;;;warehouse;;;;;;;;[5280344697, 5280344698, 5280344699, 5280344700, 5280344697];;;546409992;-73.22260467090587;-39.83379511354649;[{'lat': -39.8337451, 'lon': -73.2226727}, {'lat': -39.8337299, 'lon': -73.2225637}, {'lat': -39.8338452, 'lon': -73.2225367}, {'lat': -39.8338603, 'lon': -73.2226456}, {'lat': -39.8337451, 'lon': -73.2226727}];-73.2226727;-39.8338603;-73.2225367;-39.8337299
way;;;;;;;;;;;Iirek;;;warehouse;San Luis;Región de Los Ríos;;;Valdivia;CL;Valdivia;[5280403251, 9314296572, 9314296571, 5280403252, 5280403253, 5280403254, 5280403251];;;546413460;-73.22251446195185;-39.83274661362669;[{'lat': -39.8326978, 'lon': -73.2225785}, {'lat': -39.8327615, 'lon': -73.2225823}, {'lat': -39.8327602, 'lon': -73.22262}, {'lat': -39.8327852, 'lon': -73.2226214}, {'lat': -39.8327915, 'lon': -73.2224377}, {'lat': -39.8327029, 'lon': -73.2224324}, {'lat': -39.8326978, 'lon': -73.2225785}];-73.2226214;-39.8327915;-73.2224324;-39.8326978
